Examiner,Course coordinator,Teachers,Year,Part of programme,Duration,Pace of study,Form of study,Language of instruction,Course location,Number of places,Course code,Semester,Target group,Choose semester and course offering,P1,P2,P3,P4,Starting Term
{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},,"{'Annica Hofberg': 'https://www.kth.se/profile/hofberg/', 'Åsa Emmer': 'https://www.kth.se/profile/aae/', 'Stefan Stenbom': 'https://www.kth.se/profile/stkn/', 'Lena Geijer': 'https://www.kth.se/profile/lgeijer/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/', 'Monika Olsson': 'https://www.kth.se/profile/monika/', 'Anna-Karin Högfeldt': 'https://www.kth.se/profile/akhog/', 'Linda Kann': 'https://www.kth.se/profile/lk/', 'Björn Hedin': 'https://www.kth.se/profile/bjornh/', 'Louise Björlin Svozil': 'https://www.kth.se/profile/louisebs/', 'Hans Thunberg': 'https://www.kth.se/profile/thunberg/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Liv Gingnell': 'https://www.kth.se/profile/livmvr/'}",2022/2023,"Master of Science in Engineering and in Education, åk 2, TEDA, Mandatory","['29/08/2022', '17/03/2023']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1042,Autumn 2022,,,0.5,0.5,0.5,,Autumn
{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},,"{'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Linda Kann': 'https://www.kth.se/profile/lk/', 'Anna-Karin Högfeldt': 'https://www.kth.se/profile/akhog/', 'Stefan Stenbom': 'https://www.kth.se/profile/stkn/', 'Åsa Emmer': 'https://www.kth.se/profile/aae/', 'Monika Olsson': 'https://www.kth.se/profile/monika/', 'Hans Thunberg': 'https://www.kth.se/profile/thunberg/', 'Louise Björlin Svozil': 'https://www.kth.se/profile/louisebs/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/', 'Lena Geijer': 'https://www.kth.se/profile/lgeijer/', 'Liv Gingnell': 'https://www.kth.se/profile/livmvr/', 'Annica Hofberg': 'https://www.kth.se/profile/hofberg/', 'Björn Hedin': 'https://www.kth.se/profile/bjornh/'}",2022/2023,"['Master of Science in Engineering and in Education, åk 3, TEDA, Mandatory', 'Master of Science in Engineering and in Education, åk 3, TEMI, Conditionally Elective']","['29/08/2022', '17/03/2023']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1043,Autumn 2022,,,0.5,0.5,0.5,,Autumn
{'Per Norström': 'https://www.kth.se/profile/perno/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},2021/2022,,"['18/01/2022', '07/06/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1045,Spring 2022,,,,,5.0,10.0,Spring
,{'Sandra Tibbelin': 'https://www.kth.se/profile/sf/'},"{'Charlotte Hurdelbrink': 'https://www.kth.se/profile/hurdel/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Anne-Kathrin Peters': 'https://www.kth.se/profile/akpeters/', 'Catarina Eivinsson': 'https://www.kth.se/profile/cei/'}",2021/2022,,"['21/02/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,10 - 25,LT1046,Spring 2022,,,,,3.0,4.5,Spring
{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},"{'Jon-Erik Dahlin': 'https://www.kth.se/profile/jonerikd/', 'Cecilia Kozma': 'https://www.kth.se/profile/kozma/', 'Tanja Kramer Nymark': 'https://www.kth.se/profile/tanjan/', 'Catarina Eivinsson': 'https://www.kth.se/profile/cei/'}",2022/2023,,"['29/08/2022', '16/01/2023']",10%,Distance Daytime,Swedish,KTH Campus,20 - 27,LT1047,Autumn 2022,,,1.5,1.5,,,Autumn
{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},,,2022/2023,,"['17/01/2023', '05/06/2023']",10%,Distance Daytime,Swedish,KTH Campus,20 - 30,LT1047,Spring 2023,,,,,1.5,1.5,Spring
{'Ernest Ampadu': 'https://www.kth.se/profile/ernesta/'},,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 4, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1048,Autumn 2022,,,7.5,,,,Autumn
{'Ernest Ampadu': 'https://www.kth.se/profile/ernesta/'},,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 4, Mandatory","['31/10/2022', '16/01/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1049,Autumn 2022,,,,7.5,,,Autumn
{'Sandra Tibbelin': 'https://www.kth.se/profile/sf/'},{'Sandra Tibbelin': 'https://www.kth.se/profile/sf/'},,2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['29/08/2022', '05/06/2023']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1050,Autumn 2022,Only for students admitted to KPUHU,,2.0,2.0,1.0,1.0,Autumn
{'Lars Geschwind': 'https://www.kth.se/profile/larsges/'},{'Ida Naimi-Akbar': 'https://www.kth.se/profile/idna/'},,2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['29/08/2022', '16/01/2023']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1051,Autumn 2022,Only for students admitted to KPUHU,,4.0,1.0,,,Autumn
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['29/08/2022', '17/03/2023']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1052,Autumn 2022,Only for students admitted to KPUHU,,3.0,4.0,1.0,,Autumn
{'Ernest Ampadu': 'https://www.kth.se/profile/ernesta/'},{'Ernest Ampadu': 'https://www.kth.se/profile/ernesta/'},{'Sandra Tibbelin': 'https://www.kth.se/profile/sf/'},2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['29/08/2022', '17/03/2023']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1053,Autumn 2022,Only for students admitted to KPUHU,,3.0,4.0,1.0,,Autumn
{'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/'},{'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/'},,2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['29/08/2022', '05/06/2023']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1054,Autumn 2022,Only for students admitted to KPUHU,,1.0,,4.0,1.0,Autumn
{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},"{'Jenny Ivarsson': 'https://www.kth.se/profile/jennivar/', 'Ellinor Hultmark': 'https://www.kth.se/profile/ellinorh/'}",2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['29/08/2022', '16/01/2023']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1055,Autumn 2022,Only for students admitted to KPUHU,,2.0,4.0,,,Autumn
{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},,2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1056,Spring 2023,Only for students admitted to KPUHU,,,,3.5,3.5,Spring
{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},,2022/2023,"Supplementary Education as Subject Teacher in Secondary Education, åk 1, Mandatory","['17/01/2023', '05/06/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1057,Spring 2023,Only for students admitted to KPUHU,,,,4.5,9.5,Spring
,,,2022/2023,,"['17/01/2023', '05/06/2023']",17%,Distance Daytime,Swedish,KTH Campus,20 - 30,LT1058,Spring 2023,,,,,2.0,2.5,Spring
"{'Lars Geschwind': 'https://www.kth.se/profile/larsges/', 'Anna-Karin Högfeldt': 'https://www.kth.se/profile/akhog/', 'Kristina Andersson': 'https://www.kth.se/profile/kriand2/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Mikael Cronhjort': 'https://www.kth.se/profile/mikaelc/', 'Arnold Pears': 'https://www.kth.se/profile/pears/', 'Stefan Hrastinski': 'https://www.kth.se/profile/stefanhr/', 'Linda Barman': 'https://www.kth.se/profile/lbarman/', 'Per Norström': 'https://www.kth.se/profile/perno/', 'Stefan Stenbom': 'https://www.kth.se/profile/stkn/', 'Kristina Edström': 'https://www.kth.se/profile/kristina/', 'Tanja Kramer Nymark': 'https://www.kth.se/profile/tanjan/', 'Annica Gullberg': 'https://www.kth.se/profile/gullbe/', 'Cecilia Kozma': 'https://www.kth.se/profile/kozma/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/'}",{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},"{'Joel Brynielsson': 'https://www.kth.se/profile/joel/', 'Anna Björklund': 'https://www.kth.se/profile/annab/', 'Marcus Dicander': 'https://www.kth.se/profile/dicander/'}",2021/2022,"['Master of Science in Engineering and in Education, åk 5, MAFY, Mandatory', 'Master of Science in Engineering and in Education, åk 5, MAKE, Mandatory', 'Master of Science in Engineering and in Education, åk 5, TEMI, Mandatory', 'Master of Science in Engineering and in Education, åk 5, TIKT, Mandatory']","['18/01/2022', '07/06/2022']",100%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT200X,Spring 2022,,,,,15.0,15.0,Spring
"{'Lars Geschwind': 'https://www.kth.se/profile/larsges/', 'Anna-Karin Högfeldt': 'https://www.kth.se/profile/akhog/', 'Kristina Andersson': 'https://www.kth.se/profile/kriand2/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Mikael Cronhjort': 'https://www.kth.se/profile/mikaelc/', 'Arnold Pears': 'https://www.kth.se/profile/pears/', 'Stefan Hrastinski': 'https://www.kth.se/profile/stefanhr/', 'Linda Barman': 'https://www.kth.se/profile/lbarman/', 'Per Norström': 'https://www.kth.se/profile/perno/', 'Stefan Stenbom': 'https://www.kth.se/profile/stkn/', 'Kristina Edström': 'https://www.kth.se/profile/kristina/', 'Tanja Kramer Nymark': 'https://www.kth.se/profile/tanjan/', 'Annica Gullberg': 'https://www.kth.se/profile/gullbe/', 'Cecilia Kozma': 'https://www.kth.se/profile/kozma/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/'}",{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},"{'Fredrik Enoksson': 'https://www.kth.se/profile/fen/', 'Linda Lundström': 'https://www.kth.se/profile/lindafr/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/', 'Liv Gingnell': 'https://www.kth.se/profile/livmvr/', 'Eva Hartell': 'https://www.kth.se/profile/ehartell/', 'Monika Olsson': 'https://www.kth.se/profile/monika/', 'Björn Thuresson': 'https://www.kth.se/profile/thure/', 'Gabriel Montgomery': 'https://www.kth.se/profile/gabrimo/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Patricia Cirera Diaz': 'https://www.kth.se/profile/pdiaz/', 'Åsa Emmer': 'https://www.kth.se/profile/aae/', 'Olof Bälter': 'https://www.kth.se/profile/balter/', 'Stefan Hrastinski': 'https://www.kth.se/profile/stefanhr/', 'Cecilia Kozma': 'https://www.kth.se/profile/kozma/', 'Linda Kann': 'https://www.kth.se/profile/lk/', 'Björn Hedin': 'https://www.kth.se/profile/bjornh/', 'Anders Rosén': 'https://www.kth.se/profile/aro/', 'Christofer Lendel': 'https://www.kth.se/profile/lendel/', 'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/', 'Olga Viberg': 'https://www.kth.se/profile/oviberg/', 'Anne-Kathrin Peters': 'https://www.kth.se/profile/akpeters/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Ernest Ampadu': 'https://www.kth.se/profile/ernesta/', 'Torbjörn Bäck': 'https://www.kth.se/profile/back/', 'Jon-Erik Dahlin': 'https://www.kth.se/profile/jonerikd/', 'Louise Björlin Svozil': 'https://www.kth.se/profile/louisebs/'}",2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT200X,Autumn 2022,CLGYM and CL Year 5.,,15.0,15.0,,,Autumn
"{'Lars Geschwind': 'https://www.kth.se/profile/larsges/', 'Anna-Karin Högfeldt': 'https://www.kth.se/profile/akhog/', 'Kristina Andersson': 'https://www.kth.se/profile/kriand2/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Mikael Cronhjort': 'https://www.kth.se/profile/mikaelc/', 'Arnold Pears': 'https://www.kth.se/profile/pears/', 'Stefan Hrastinski': 'https://www.kth.se/profile/stefanhr/', 'Linda Barman': 'https://www.kth.se/profile/lbarman/', 'Per Norström': 'https://www.kth.se/profile/perno/', 'Stefan Stenbom': 'https://www.kth.se/profile/stkn/', 'Kristina Edström': 'https://www.kth.se/profile/kristina/', 'Tanja Kramer Nymark': 'https://www.kth.se/profile/tanjan/', 'Annica Gullberg': 'https://www.kth.se/profile/gullbe/', 'Cecilia Kozma': 'https://www.kth.se/profile/kozma/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/'}",{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},"{'Marcus Dicander': 'https://www.kth.se/profile/dicander/', 'Anna Björklund': 'https://www.kth.se/profile/annab/'}",2022/2023,"['Master of Science in Engineering and in Education, åk 5, MAFY, Mandatory', 'Master of Science in Engineering and in Education, åk 5, MAKE, Mandatory', 'Master of Science in Engineering and in Education, åk 5, TEMI, Mandatory', 'Master of Science in Engineering and in Education, åk 5, TIKT, Mandatory']","['17/01/2023', '05/06/2023']",100%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT200X,Spring 2023,,,,,15.0,15.0,Spring
{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},"{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Per Norström': 'https://www.kth.se/profile/perno/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/'}",2021/2022,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory']","['18/01/2022', '07/06/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT2013,Spring 2022,,,,,7.5,7.5,Spring
{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory","['17/01/2023', '05/06/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT2013,Spring 2023,,,,,7.5,7.5,Spring
"{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Per Norström': 'https://www.kth.se/profile/perno/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/'}",{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},"{'Linda Söderlindh': 'https://www.kth.se/profile/lindasod/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/', 'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Kristina Andersson': 'https://www.kth.se/profile/kriand2/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Charlotte Hurdelbrink': 'https://www.kth.se/profile/hurdel/'}",2021/2022,,"['13/06/2022', '26/08/2022']",100%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT201X,Spring 2022,,,,,,,Spring
{'Per Norström': 'https://www.kth.se/profile/perno/'},{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},,2022/2023,,"['19/09/2022', '09/12/2022']",75%,Normal Daytime,Swedish,KTH Campus,10 - 25,LT2043,Autumn 2022,,,3.0,12.0,,,Autumn
{'Per Norström': 'https://www.kth.se/profile/perno/'},,,2022/2023,,"['10/08/2022', '16/01/2023']",17%,Normal Daytime,Swedish,KTH Campus,10 - 25,LT2044,Autumn 2022,,,2.0,3.0,,,Autumn
,,,2022/2023,,"['10/08/2022', '16/01/2023']",17%,Normal Daytime,Swedish,KTH Campus,10 - 25,LT2045,Autumn 2022,,,2.0,3.0,,,Autumn
,,,2022/2023,,"['10/08/2022', '16/01/2023']",25%,Normal Daytime,Swedish,KTH Campus,10 - 25,LT2046,Autumn 2022,,,4.0,2.5,,,Autumn
{'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'},{'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'},{'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'},2021/2022,,"['18/01/2022', '20/05/2022']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LV118U,Spring 2022,Students training to become online coaches within the framework of the Mattecoach online activities.,,,,1.0,1.0,Spring
{'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'},{'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'},"{'Malin Jansson': 'https://www.kth.se/profile/maljan/', 'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'}",2022/2023,,"['29/08/2022', '16/01/2023']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LV118U,Autumn 2022,Students training to become online coaches within the framework of the Mattecoach online activities.,,1.0,1.0,,,Autumn
{'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'},{'Stefan Stenbom': 'https://www.kth.se/profile/stkn/'},{'Malin Jansson': 'https://www.kth.se/profile/maljan/'},2022/2023,,"['17/01/2023', '05/06/2023']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LV118U,Spring 2023,Students training to become online coaches within the framework of the Mattecoach online activities.,,,,1.0,1.0,Spring
{'Mohammad Akhbari': 'https://www.kth.se/profile/akhbari/'},{'Bo Karlsson': 'https://www.kth.se/profile/bokarl/'},{'Bo Karlsson': 'https://www.kth.se/profile/bokarl/'},2021/2022,,"['21/03/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,Min: 5,ME1003,Spring 2022,Open for all programmes,,,,,6.0,Spring
,,,,,,,,,,,ME1003,Autumn 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,ME1003,Spring 2023,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'Anna Jerbrant': 'https://www.kth.se/profile/annsjo/'},{'Charlotta Linse': 'https://www.kth.se/profile/clinse/'},{'Britta Nordin Forsberg': 'https://www.kth.se/profile/brittanf/'},2022/2023,"Degree Programme in Computer Science and Engineering, åk 2, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Min: 10,ME1010,Autumn 2022,"['Only for CDATE2.', 'Not for exchange students.']",,6.0,,,,Autumn
{'Mana Farshid': 'https://www.kth.se/profile/mfarshid/'},{'Mana Farshid': 'https://www.kth.se/profile/mfarshid/'},{'Michelle Rydback': 'https://www.kth.se/profile/rydback/'},2022/2023,,"['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Campus,Min: 10,ME1035,Autumn 2022,Elective for all programs as long as it can be included in your programme,,7.5,,,,Autumn
{'Anna Wahl': 'https://www.kth.se/profile/awahl/'},{'Åsa Johansson Palmkvist': 'https://www.kth.se/profile/asaj4/'},"{'Åsa-Karin Engstrand': 'https://www.kth.se/profile/akengstr/', 'Åsa Johansson Palmkvist': 'https://www.kth.se/profile/asaj4/', 'Anna Wahl': 'https://www.kth.se/profile/awahl/'}",2022/2023,,"['31/10/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Min: 10,ME1037,Autumn 2022,Elective for all programs as long as it can be included in your programme,,,6.0,,,Autumn
{'Terrence Brown': 'https://www.kth.se/profile/terrence/'},{'Terrence Brown': 'https://www.kth.se/profile/terrence/'},{'Terrence Brown': 'https://www.kth.se/profile/terrence/'},2022/2023,"Degree Programme in Media Technology, åk 3, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Campus,Min: 10,ME1039,Autumn 2022,Compulsory and only open for Media and ICT.,,7.5,,,,Autumn
