Examiner,Course coordinator,Teachers,Year,Part of programme,Duration,Pace of study,Form of study,Language of instruction,Course location,Number of places,Course code,Semester,Target group,Choose semester and course offering,P1,P2,P3,P4,Starting Term
,,,,,,,,,,,LS1522,Spring 2023,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,LS1532,Spring 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,LS1532,Autumn 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,LS1532,Spring 2023,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'Ida Pinho': 'https://www.kth.se/profile/pinho/'},{'Ida Pinho': 'https://www.kth.se/profile/pinho/'},,2021/2022,,"['18/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Flemingsberg,18 - 27,LS1562,Spring 2022,,,,,3.5,4.0,Spring
{'Ida Pinho': 'https://www.kth.se/profile/pinho/'},{'Ida Pinho': 'https://www.kth.se/profile/pinho/'},,2022/2023,,"['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Flemingsberg,18 - 27,LS1562,Spring 2023,Elective course for all programmes.,,,,3.5,4.0,Spring
,{'Ida Pinho': 'https://www.kth.se/profile/pinho/'},,2022/2023,"Degree Programme in Industrial Technology and Production Maintenance, åk 1, Mandatory","['20/03/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Södertälje,Places are not limited,LS1563,Spring 2023,TIIPS,,,,,4.0,Spring
,,,2022/2023,,"['17/01/2023', '05/06/2023']",10%,Distance Daytime,Swedish,KTH Campus,20 - 30,LS1564,Spring 2023,,,,,1.5,1.5,Spring
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},2021/2022,,"['21/03/2022', '07/06/2022']",25%,Normal Evenings,English,KTH Campus,Min: 18,LS1600,Spring 2022,Elective for all students.,,,,,4.5,Spring
,,,,,,,,,,,LS1600,Autumn 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,LS1600,Spring 2023,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},{'Anders Tilliander': 'https://www.kth.se/profile/anderst/'},,2021/2022,,"['18/01/2022', '07/06/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LS1704,Spring 2022,"KUIUT/KUAUT, year 1",,,,7.5,7.5,Spring
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},{'Anders Tilliander': 'https://www.kth.se/profile/anderst/'},,2022/2023,,"['29/08/2022', '16/01/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LS1704,Autumn 2022,"KUIUT/KUAUT, year 1",,7.5,7.5,,,Autumn
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},{'Anders Tilliander': 'https://www.kth.se/profile/anderst/'},,2022/2023,,"['17/01/2023', '05/06/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LS1704,Spring 2023,"KUIUT/KUAUT, year 1",,,,7.5,7.5,Spring
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},,,2021/2022,,"['18/01/2022', '07/06/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LS1709,Spring 2022,"KUIUT/KUAUT, year 2",,,,7.5,7.5,Spring
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},,,2022/2023,,"['29/08/2022', '16/01/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LS1709,Autumn 2022,"KUIUT/KUAUT, year 2",,7.5,7.5,,,Autumn
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},,,2022/2023,,"['17/01/2023', '05/06/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LS1709,Spring 2023,"KUIUT/KUAUT, year 2",,,,7.5,7.5,Spring
{'Kristina Knauff': 'https://www.kth.se/profile/knauff/'},{'Kristina Knauff': 'https://www.kth.se/profile/knauff/'},{'Kristina Knauff': 'https://www.kth.se/profile/knauff/'},2021/2022,"Master's Programme, Systems, Control and Robotics, åk 2, Recommended","['20/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,18 - 27,LS2426,Spring 2022,Elective course for all programmes,,,,4.0,3.5,Spring
{'Kristina Knauff': 'https://www.kth.se/profile/knauff/'},{'Kristina Knauff': 'https://www.kth.se/profile/knauff/'},{'Kristina Knauff': 'https://www.kth.se/profile/knauff/'},2022/2023,"Master's Programme, Systems, Control and Robotics, åk 2, Recommended","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,18 - 27,LS2426,Spring 2023,Elective course for all programmes,,,,4.0,3.5,Spring
"{'Susanna Zeitler Lyne': 'https://www.kth.se/profile/suslyne/', 'Jane Bottomley': 'https://www.kth.se/profile/jabo/', 'Jamie Rinder': 'https://www.kth.se/profile/jamier/'}",{'Jane Bottomley': 'https://www.kth.se/profile/jabo/'},,2021/2022,"Master's Programme, Information and Network Engineering, åk 1, Recommended","['22/03/2022', '07/06/2022']",50%,Normal Daytime,English,KTH Campus,18 - 27,LS2429,Spring 2022,Elective course for all programmes,,,,,7.5,Spring
"{'Susanna Zeitler Lyne': 'https://www.kth.se/profile/suslyne/', 'Jane Bottomley': 'https://www.kth.se/profile/jabo/', 'Jamie Rinder': 'https://www.kth.se/profile/jamier/'}",{'Jane Bottomley': 'https://www.kth.se/profile/jabo/'},{'Jane Bottomley': 'https://www.kth.se/profile/jabo/'},2022/2023,"[""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended""]","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Campus,18 - 27,LS2429,Autumn 2022,Elective course for all programmes as long as it can be included in your programme,,7.5,,,,Autumn
"{'Susanna Zeitler Lyne': 'https://www.kth.se/profile/suslyne/', 'Jane Bottomley': 'https://www.kth.se/profile/jabo/', 'Jamie Rinder': 'https://www.kth.se/profile/jamier/'}",{'Jane Bottomley': 'https://www.kth.se/profile/jabo/'},,2022/2023,"[""Master's Programme, Information and Network Engineering, åk 1, Recommended"", ""Master's Programme, Information and Network Engineering, åk 2, Recommended""]","['20/03/2023', '05/06/2023']",50%,Normal Daytime,English,KTH Campus,18 - 27,LS2429,Spring 2023,Elective course for all programmes,,,,,7.5,Spring
{'Nathalie Kirchmeyer': 'https://www.kth.se/profile/nki/'},{'Nathalie Kirchmeyer': 'https://www.kth.se/profile/nki/'},,2021/2022,"Master's Programme, Systems, Control and Robotics, åk 2, Recommended","['20/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,18 - 27,LS2436,Spring 2022,Elective course for all programmes,,,,4.0,3.5,Spring
{'Nathalie Kirchmeyer': 'https://www.kth.se/profile/nki/'},{'Nathalie Kirchmeyer': 'https://www.kth.se/profile/nki/'},,2022/2023,"Master's Programme, Systems, Control and Robotics, åk 2, Recommended","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,18 - 27,LS2436,Spring 2023,Elective course for all programmes,,,,4.0,3.5,Spring
"{'Susanna Zeitler Lyne': 'https://www.kth.se/profile/suslyne/', 'Jane Bottomley': 'https://www.kth.se/profile/jabo/', 'Jamie Rinder': 'https://www.kth.se/profile/jamier/'}",{'Susanna Zeitler Lyne': 'https://www.kth.se/profile/suslyne/'},,2022/2023,"[""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended""]","['31/10/2022', '16/01/2023']",50%,Normal Daytime,English,KTH Campus,18 - 27,LS2439,Autumn 2022,Elective course for all programmes as long as it can be included in your programme,,,7.5,,,Autumn
"{'Susanna Zeitler Lyne': 'https://www.kth.se/profile/suslyne/', 'Jane Bottomley': 'https://www.kth.se/profile/jabo/', 'Jamie Rinder': 'https://www.kth.se/profile/jamier/'}",{'Susanna Zeitler Lyne': 'https://www.kth.se/profile/suslyne/'},,2022/2023,"[""Master's Programme, Information and Network Engineering, åk 1, Recommended"", ""Master's Programme, Information and Network Engineering, åk 2, Recommended""]","['17/01/2023', '17/03/2023']",50%,Normal Daytime,English,KTH Campus,18 - 27,LS2439,Spring 2023,Elective course for all programmes.,,,,7.5,,Spring
{'Maria Elena Salazar Reyes': 'https://www.kth.se/profile/elena/'},{'Maria Elena Salazar Reyes': 'https://www.kth.se/profile/elena/'},{'Maria Elena Salazar Reyes': 'https://www.kth.se/profile/elena/'},2021/2022,"Master's Programme, Systems, Control and Robotics, åk 2, Recommended","['20/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,18 - 27,LS2449,Spring 2022,Elective course for all programmes,,,,4.0,3.5,Spring
{'Maria Elena Salazar Reyes': 'https://www.kth.se/profile/elena/'},{'Maria Elena Salazar Reyes': 'https://www.kth.se/profile/elena/'},,2022/2023,"Master's Programme, Systems, Control and Robotics, åk 2, Recommended","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,18 - 27,LS2449,Spring 2023,Elective course for all programmes,,,,4.0,3.5,Spring
"{'Karin Borell': 'https://www.kth.se/profile/kborell/', 'Viktor Englund': 'https://www.kth.se/profile/vengl/', 'Mateusz Moszkowicz': 'https://www.kth.se/profile/matmos/', 'Helena Karlsson': 'https://www.kth.se/profile/helkarls/', 'Anna Kers Hagberg': 'https://www.kth.se/profile/annkh/'}",{'Karin Borell': 'https://www.kth.se/profile/kborell/'},,2021/2022,,"['01/06/2022', '22/06/2022']",100%,Normal Daytime,English,KTH Campus,18 - 25,LS2542,Spring 2022,Elective course for all programmes,,,,,,Spring
"{'Karin Borell': 'https://www.kth.se/profile/kborell/', 'Viktor Englund': 'https://www.kth.se/profile/vengl/', 'Mateusz Moszkowicz': 'https://www.kth.se/profile/matmos/', 'Helena Karlsson': 'https://www.kth.se/profile/helkarls/', 'Anna Kers Hagberg': 'https://www.kth.se/profile/annkh/'}",{'Anna Kers Hagberg': 'https://www.kth.se/profile/annkh/'},,2022/2023,,"['01/06/2023', '30/06/2023']",100%,Normal Daytime,English,KTH Campus,18 - 25,LS2542,Spring 2023,Elective course for all programmes,,,,,,Spring
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},2021/2022,,"['21/03/2022', '07/06/2022']",17%,Distance Evenings,English,KTH Campus,Min: 18,LS2600,Spring 2022,Elective for all students.,,,,,3.0,Spring
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},2022/2023,,"['31/10/2022', '16/01/2023']",17%,Distance Evenings,English,KTH Campus,Min: 18,LS2600,Autumn 2022,Elective for all students as long as it can be included in your programme,,,3.0,,,Autumn
{'Björn Kjellgren': 'https://www.kth.se/profile/bjoern/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},{'Alena Ipanova': 'https://www.kth.se/profile/ipanova/'},2022/2023,,"['20/03/2023', '05/06/2023']",17%,Distance Evenings,English,KTH Campus,Min: 18,LS2600,Spring 2023,Elective for all students.,,,,,3.0,Spring
{'Ernest Ampadu': 'https://www.kth.se/profile/ernesta/'},,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 4, Mandatory","['31/10/2022', '16/01/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1000,Autumn 2022,,,,7.5,,,Autumn
,,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 4, Mandatory","['17/01/2023', '17/03/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1001,Spring 2023,,,,,7.5,,Spring
{'Kristina Andersson': 'https://www.kth.se/profile/kriand2/'},,,2021/2022,,"['18/01/2022', '07/06/2022']",25%,Distance Daytime,Swedish,KTH Campus,Min: 12,LT1008,Spring 2022,,,,,3.7,3.8,Spring
{'Kristina Andersson': 'https://www.kth.se/profile/kriand2/'},,"{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Kristina Andersson': 'https://www.kth.se/profile/kriand2/', 'Henni Söderberg': 'https://www.kth.se/profile/hennims/'}",2022/2023,,"['12/09/2022', '02/12/2022']",50%,Distance Daytime,Swedish,KTH Campus,Min: 20,LT1008,Autumn 2022,,,3.0,4.5,,,Autumn
{'Kristina Andersson': 'https://www.kth.se/profile/kriand2/'},,,2022/2023,,"['17/01/2023', '05/06/2023']",25%,Distance Daytime,Swedish,KTH Campus,20 - 30,LT1008,Spring 2023,,,,,3.7,3.8,Spring
,,,,,,,,,,,LT1011,Spring 2021,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,LT1011,Spring 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},,2022/2023,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 2, Mandatory']","['12/06/2023', '25/08/2024']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1011,Spring 2023,,,,1.0,,,Spring
{'Per Norström': 'https://www.kth.se/profile/perno/'},{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},"{'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Per Norström': 'https://www.kth.se/profile/perno/', 'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/'}",2021/2022,,"['18/01/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1012,Spring 2022,,,,,6.0,6.0,Spring
{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},"{'Ellinor Hultmark': 'https://www.kth.se/profile/ellinorh/', 'Catarina Eivinsson': 'https://www.kth.se/profile/cei/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Annica Gullberg': 'https://www.kth.se/profile/gullbe/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Jenny Ivarsson': 'https://www.kth.se/profile/jennivar/'}",2022/2023,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory']","['29/08/2022', '16/01/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1013,Autumn 2022,,,7.5,7.5,,,Autumn
{'Lars Geschwind': 'https://www.kth.se/profile/larsges/'},{'Lars Geschwind': 'https://www.kth.se/profile/larsges/'},,2021/2022,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 2, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory']","['13/06/2022', '28/08/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1014,Spring 2022,,,,,,,Spring
{'Lars Geschwind': 'https://www.kth.se/profile/larsges/'},,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 2, Mandatory","['12/06/2023', '27/08/2023']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1014,Spring 2023,,,,,,,Spring
{'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/'},{'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/'},,2021/2022,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 2, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory']","['13/06/2022', '28/10/2022']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1015,Spring 2022,,,3.0,,,,Spring
{'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/'},,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 2, Mandatory","['12/06/2023', '31/12/2024']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1015,Spring 2023,,,3.0,,,,Spring
{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},"{'Charlotte Hurdelbrink': 'https://www.kth.se/profile/hurdel/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Patricia Cirera Diaz': 'https://www.kth.se/profile/pdiaz/', 'Eva Hartell': 'https://www.kth.se/profile/ehartell/'}",2021/2022,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory']","['18/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1016,Spring 2022,,,,,3.5,4.0,Spring
{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'},"{'Helena Isaksson Persson': 'https://www.kth.se/profile/helenaip/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Catarina Eivinsson': 'https://www.kth.se/profile/cei/', 'Charlotte Hurdelbrink': 'https://www.kth.se/profile/hurdel/', 'Patricia Cirera Diaz': 'https://www.kth.se/profile/pdiaz/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/'}",2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1016,Spring 2023,,,,,3.5,4.0,Spring
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},"{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Lovisa Lundgren': 'https://www.kth.se/profile/lolun/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Charlotte Hurdelbrink': 'https://www.kth.se/profile/hurdel/', 'Catarina Eivinsson': 'https://www.kth.se/profile/cei/'}",2021/2022,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 2, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory']","['13/06/2022', '16/01/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1017,Spring 2022,,,5.0,5.0,,,Spring
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 2, Mandatory","['01/06/2023', '31/12/2024']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1017,Spring 2023,,,5.0,5.0,,,Spring
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},,,2021/2022,,"['13/06/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1018,Spring 2022,,,4.0,8.0,,,Spring
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},,,2022/2023,,"['01/06/2023', '31/12/2024']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1018,Spring 2023,,,4.0,8.0,,,Spring
,,,2021/2022,,"['18/01/2022', '07/06/2022']",10%,Distance Daytime,Swedish,KTH Campus,Min: 12,LT1019,Spring 2022,,,,,2.0,2.0,Spring
,,,2022/2023,,"['12/09/2022', '14/10/2022']",50%,Distance Daytime,Swedish,KTH Campus,Min: 20,LT1019,Autumn 2022,,,4.0,,,,Autumn
,,,2022/2023,,"['17/01/2023', '05/06/2023']",10%,Distance Daytime,Swedish,KTH Campus,20 - 30,LT1019,Spring 2023,,,,,2.0,2.0,Spring
{'Per Norström': 'https://www.kth.se/profile/perno/'},,,2021/2022,"['Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 4, Mandatory']","['13/06/2022', '26/08/2022']",100%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT101X,Spring 2022,,,,,,,Spring
{'Per Norström': 'https://www.kth.se/profile/perno/'},,,2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory","['12/06/2023', '27/08/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT101X,Spring 2023,,,,,,,Spring
{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},"{'Marcus Lithander': 'https://www.kth.se/profile/mlit/', 'Joacim Strömberg': 'https://www.kth.se/profile/joacs/', 'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'}",2021/2022,"['Bridging Teacher Education Programme, åk 1, Mandatory', 'Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory']","['18/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1020,Spring 2022,,,,,3.5,4.0,Spring
{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'},"{'Joakim Strömberg': 'https://www.kth.se/profile/joakst/', 'Marcus Lithander': 'https://www.kth.se/profile/mlit/', 'Annica Gullberg': 'https://www.kth.se/profile/gullbe/'}",2022/2023,"Subject Teacher Education in Technology, Secondary Education, åk 3, Mandatory","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1020,Spring 2023,,,,,3.5,4.0,Spring
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},2021/2022,,"['18/01/2022', '07/06/2022']",10%,Distance Daytime,Swedish,KTH Campus,Min: 10,LT1029,Spring 2022,,,,,1.5,1.5,Spring
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},"{'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Helena Lennholm': 'https://www.kth.se/profile/lennholm/', 'Lisa Österling': 'https://www.kth.se/profile/lisaos/', 'Catarina Eivinsson': 'https://www.kth.se/profile/cei/'}",2022/2023,,"['29/08/2022', '16/01/2023']",10%,Distance Daytime,Swedish,KTH Campus,Min: 20,LT1029,Autumn 2022,,,1.5,1.5,,,Autumn
{'Susanne Engström': 'https://www.kth.se/profile/sengstro/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},2022/2023,,"['17/01/2023', '05/06/2023']",10%,Distance Daytime,Swedish,KTH Campus,20 - 30,LT1029,Spring 2023,,,,,1.5,1.5,Spring
"{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/', 'Cecilia Kozma': 'https://www.kth.se/profile/kozma/'}",{'Tanja Kramer Nymark': 'https://www.kth.se/profile/tanjan/'},"{'Cecilia Ekstrand': 'https://www.kth.se/profile/cechar/', 'Ida Pinho': 'https://www.kth.se/profile/pinho/', 'Johanna Junback': 'https://www.kth.se/profile/junback/', 'Franz Waldemar Petermann': 'https://www.kth.se/profile/walde/', 'Mikael Palin': 'https://www.kth.se/profile/mpalin/', 'Marie Danielsson': 'https://www.kth.se/profile/mariepe/'}",2021/2022,"['Master of Science in Engineering and in Education, åk 3, MAFY, Mandatory', 'Master of Science in Engineering and in Education, åk 3, MAKE, Mandatory', 'Master of Science in Engineering and in Education, åk 3, TEMI, Mandatory', 'Master of Science in Engineering and in Education, åk 3, TIKT, Mandatory']","['18/01/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1035,Spring 2022,,,,,6.0,5.0,Spring
"{'Annica Gullberg': 'https://www.kth.se/profile/gullbe/', 'Cecilia Kozma': 'https://www.kth.se/profile/kozma/'}",{'Tanja Kramer Nymark': 'https://www.kth.se/profile/tanjan/'},"{'Cecilia Ekstrand': 'https://www.kth.se/profile/cechar/', 'Ida Pinho': 'https://www.kth.se/profile/pinho/', 'Mikael Palin': 'https://www.kth.se/profile/mpalin/', 'Marie Danielsson': 'https://www.kth.se/profile/mariepe/', 'Johanna Junback': 'https://www.kth.se/profile/junback/'}",2022/2023,"['Master of Science in Engineering and in Education, åk 3, MAFY, Mandatory', 'Master of Science in Engineering and in Education, åk 3, MAKE, Mandatory', 'Master of Science in Engineering and in Education, åk 3, TEDA, Mandatory', 'Master of Science in Engineering and in Education, åk 3, TEMI, Mandatory', 'Master of Science in Engineering and in Education, åk 3, TIKT, Mandatory']","['17/01/2023', '05/06/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1035,Spring 2023,,,,,6.0,5.0,Spring
{'Marie Magnell': 'https://www.kth.se/profile/magnell/'},,,2021/2022,,"['21/03/2022', '07/06/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1036,Spring 2022,,,,,,8.5,Spring
{'Lars Geschwind': 'https://www.kth.se/profile/larsges/'},,,2021/2022,,"['30/08/2021', '07/06/2022']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1037,Autumn 2021,,,1.5,,,4.5,Autumn
{'Lars Geschwind': 'https://www.kth.se/profile/larsges/'},,,2021/2022,,"['18/01/2022', '07/06/2022']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1037,Spring 2022,,,,,1.5,4.5,Spring
,,,2021/2022,,"['18/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1038,Spring 2022,,,,,1.0,6.5,Spring
{'Per Norström': 'https://www.kth.se/profile/perno/'},{'Per Norström': 'https://www.kth.se/profile/perno/'},{'Per Norström': 'https://www.kth.se/profile/perno/'},2021/2022,,"['18/01/2022', '16/01/2023']",10%,Normal Daytime,Swedish,KTH Campus,10 - 25,LT1040,Spring 2022,,,0.5,0.5,1.0,,Spring
{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},{'Helena Lennholm': 'https://www.kth.se/profile/lennholm/'},"{'Annica Hofberg': 'https://www.kth.se/profile/hofberg/', 'Liv Gingnell': 'https://www.kth.se/profile/livmvr/', 'Sandra Tibbelin': 'https://www.kth.se/profile/sf/', 'Monika Olsson': 'https://www.kth.se/profile/monika/', 'Susanne Engström': 'https://www.kth.se/profile/sengstro/', 'Louise Björlin Svozil': 'https://www.kth.se/profile/louisebs/', 'Birgit Kempinsky Fahrman': 'https://www.kth.se/profile/birgitf/', 'Stefan Stenbom': 'https://www.kth.se/profile/stkn/', 'Anna-Karin Högfeldt': 'https://www.kth.se/profile/akhog/', 'Lena Geijer': 'https://www.kth.se/profile/lgeijer/', 'Åsa Emmer': 'https://www.kth.se/profile/aae/', 'Hans Thunberg': 'https://www.kth.se/profile/thunberg/', 'Björn Hedin': 'https://www.kth.se/profile/bjornh/', 'Linda Kann': 'https://www.kth.se/profile/lk/'}",2022/2023,"Master of Science in Engineering and in Education, åk 1, Mandatory","['29/08/2022', '05/06/2023']",10%,Normal Daytime,Swedish,KTH Campus,Places are not limited,LT1041,Autumn 2022,,,0.3,0.2,0.3,0.2,Autumn
